Name,Date Of Birth,Country,Number_200m,Number_first_50m,Number_second_50m,Number_third_50m,gender,Stroke
"BOECEKLER, Beril",2004,TUR,02:02.6,29.53,30.96,31.42,f,Freestyle
"GOLOVATI, Daria",2005,ISR,02:02.8,29.1,31.22,31.55,f,Freestyle
"GYURINOVICS, Lili",2005,HUN,02:02.8,28.66,31.03,31.44,f,Freestyle
"LAMBERTI, Noemi",2004,ITA,02:03.0,28.99,31.32,31.5,f,Freestyle
"KUDRIAVTSEVA, Alexandra",2004,RUS,02:03.1,28.96,31.25,31.44,f,Freestyle
"GUSC, Wiktoria",2004,POL,02:03.2,29.01,31.58,31.67,f,Freestyle
"SARATOVA, Anastasiia",2006,RUS,02:03.5,28.56,31.88,31.59,f,Freestyle
"MARTIN DE LA TORRE, Gabriela",2004,ESP,02:03.6,28.51,31.16,31.8,f,Freestyle
"MARTINEZ GUILLEN, Angela",2004,ESP,02:04.1,29.85,31.86,31.38,f,Freestyle
"DEMIRTEPE, Meric",2005,TUR,02:04.1,29.17,31.58,31.54,f,Freestyle
"ZAMBELLI, Giulia",2005,ITA,02:04.1,28.75,31.09,32.06,f,Freestyle
"OEZDEMIR, Ela Naz",2006,TUR,02:04.1,29.46,32.06,31.6,f,Freestyle
"FABIAN, Bettina",2004,HUN,02:04.3,29.27,31.03,31.79,f,Freestyle
"MAERTENS, Leonie",2004,GER,02:04.5,28.66,31.64,32.58,f,Freestyle
"OTERO FERNANDEZ, Paula",2004,ESP,02:04.8,29.23,31.14,32.12,f,Freestyle
"STJERNHOLM, Liva",2004,DEN,02:05.0,29,31.2,32.25,f,Freestyle
"REPEKA, Katsiaryna",2005,BLR,02:05.2,29.53,31.59,32.51,f,Freestyle
"TARASIEWICZ, Klaudia",2004,POL,02:05.3,28.89,31.5,32.63,f,Freestyle
"LITTLE, Erin",2005,GBR,02:05.5,28.51,31.63,33.16,f,Freestyle
"CERNADAS GONZALEZ, Ana",2004,ESP,02:05.6,29.17,31.66,31.78,f,Freestyle
"KULIK, Julia",2005,POL,02:05.7,28.79,31.78,32.34,f,Freestyle
"SHTEYMAN, Sharon",2005,ISR,02:05.7,29.63,31.61,32.74,f,Freestyle
"MARCUN, Mojca",2006,SLO,02:05.7,29.17,31.34,32.8,f,Freestyle
"BLANKE, Marlene",2004,GER,02:05.7,29.29,31.45,32.47,f,Freestyle
"HAKONARDOTTIR, Kristin Helga",2004,ISL,02:06.2,29.05,32.34,32.48,f,Freestyle
"SNITKO, Karyna",2004,UKR,02:06.4,28.39,31.57,32.91,f,Freestyle
"MC KIBBIN, Ellie",2004,IRL,02:06.5,29.44,30.89,32.76,f,Freestyle
"SEIFERT, Lara",2004,GER,02:06.5,29.64,31.81,32.56,f,Freestyle
"CULIBRK, Tea",2004,SRB,02:06.6,29.84,32.1,32.4,f,Freestyle
"STATKEVICIUS, Sylvia",2007,LTU,02:07.4,30.23,32.61,33.01,f,Freestyle
"KLUSEK, Aleksandra",2005,POL,02:07.5,29.94,32.29,32.83,f,Freestyle
"SPRLAKOVA-ZMOROVA, Olivia Ana",2005,SVK,02:07.8,29.71,32.66,33.05,f,Freestyle
"ORBAN, Kristina",2004,SWE,02:07.9,29.62,31.65,32.96,f,Freestyle
"ROMANOVSKAJA, Marija",2006,LTU,02:07.9,29.92,32.96,33.26,f,Freestyle
"DUMONT, Sophia",2004,SUI,02:08.0,29.83,32.58,32.91,f,Freestyle
"SHWARTZ, Omer",2006,ISR,02:08.6,29.64,32.24,33.11,f,Freestyle
"VAHTOLA, Inka",2005,FIN,02:08.7,29.18,32.3,33.65,f,Freestyle
"JOMINET, Lou",2005,LUX,02:08.8,30.1,32.58,33.92,f,Freestyle
"HRSTO, Iva",2004,CRO,02:09.0,30.43,32.69,32.86,f,Freestyle
"AVDIC, Iman",2007,BIH,02:09.5,29.42,31.62,33.51,f,Freestyle
"BIRKISDOTTIR, Freyja",2006,ISL,02:09.9,29.89,32.96,34.46,f,Freestyle
"KONDRASKAITE, Patricija",2006,LTU,02:10.2,30.07,32.33,33.85,f,Freestyle
"LUKIC, Milana",2004,BIH,02:12.2,29.92,32.8,34.64,f,Freestyle
"ZEQIRI, Eda",2004,KOS,02:17.4,31.03,34.95,37.05,f,Freestyle
"DANDE, Sara",2005,ALB,02:17.8,32.23,34.71,35.74,f,Freestyle
"MAURIZ ADRAN, Aitana",2005,AND,02:23.4,31.93,36.22,37.75,f,Freestyle
"VERES, Laura",2005,HUN,02:00.3,28.55,30.37,30.85,f,Freestyle
"SABITOVA, Aleksandra",2004,RUS,02:01.3,28.41,30.98,31.24,f,Freestyle
"COLBERT, Freya",2004,GBR,02:01.5,28.67,30.82,31.22,f,Freestyle
"BOECEKLER, Beril",2004,TUR,02:02.7,28.41,30.59,31.83,f,Freestyle
"FINGER, Lisa-Marie",2005,GER,02:03.5,28.56,30.82,32.02,f,Freestyle
"GUSC, Wiktoria",2004,POL,02:04.0,28.93,30.99,32.02,f,Freestyle
"OTERO FERNANDEZ, Paula",2004,ESP,02:04.0,28.68,30.95,32.14,f,Freestyle
"PLYTNYKAITE, Smilte",2007,LTU,02:04.4,29.08,31.34,31.92,f,Freestyle
"SUN, Yang",1991,CHN,01:44.7,24.87,26.7,26.37,m,Freestyle
"LE CLOS, Chad Guy Bertrand",1992,RSA,01:45.2,23.39,26.97,27.35,m,Freestyle
"DWYER, Conor",1989,USA,01:45.2,24.54,26.67,26.6,m,Freestyle
"GUY, James",1995,GBR,01:45.5,24.78,26.46,27.46,m,Freestyle
"HAAS, Francis T",1996,USA,01:45.6,24.88,26.62,27.47,m,Freestyle
"BIEDERMANN, Paul",1986,GER,01:45.8,25.17,26.64,27.21,m,Freestyle
"HAGINO, Kosuke",1994,JPN,01:45.9,24.79,27.08,27.5,m,Freestyle
"KRASNYKH, Alexander",1995,RUS,01:45.9,24.79,26.94,26.85,m,Freestyle
"SUN, Yang",1991,CHN,01:44.6,24.83,26.71,26.65,m,Freestyle
"HAGINO, Kosuke",1994,JPN,01:45.5,24.49,26.88,27.62,m,Freestyle
"DWYER, Conor",1989,USA,01:45.6,24.72,26.96,27.11,m,Freestyle
"KRASNYKH, Alexander",1995,RUS,01:45.7,25.12,26.41,27.19,m,Freestyle
"BIEDERMANN, Paul",1986,GER,01:45.7,24.88,26.85,27.03,m,Freestyle
"HAAS, Francis T",1996,USA,01:45.9,24.74,26.64,27.14,m,Freestyle
"LE CLOS, Chad Guy Bertrand",1992,RSA,01:45.9,23.91,26.79,27.74,m,Freestyle
"GUY, James",1995,GBR,01:46.2,24.52,26.92,27.28,m,Freestyle
"FRASER-HOLMES, Thomas",1991,AUS,01:46.2,24.44,26.95,27.32,m,Freestyle
"MAJCHRZAK, Kacper",1992,POL,01:46.3,24.77,27.12,27.41,m,Freestyle
"VERSCHUREN, Sebastiaan",1988,NED,01:46.3,25.08,26.73,27.57,m,Freestyle
"BROWN, Devon M",1992,RSA,01:46.6,25.17,26.78,27.72,m,Freestyle
"STJEPANOVIC, Velimir",1993,SRB,01:47.3,24.28,27.05,27.48,m,Freestyle
"SURGELOOSE, Glenn",1989,BEL,01:47.4,25.35,27.06,27.71,m,Freestyle
"KOZMA, Dominik",1991,HUN,01:47.5,24.68,26.88,27.86,m,Freestyle
"QUINTERO, Cristian",1992,VEN,01:48.0,24.89,27.01,27.8,m,Freestyle
"SUN, Yang",1991,CHN,01:45.7,25.36,26.87,27.12,m,Freestyle
"BIEDERMANN, Paul",1986,GER,01:45.8,24.99,26.71,27.02,m,Freestyle
"LE CLOS, Chad Guy Bertrand",1992,RSA,01:45.9,24.16,26.5,27.68,m,Freestyle
"DWYER, Conor",1989,USA,01:46.0,24.73,26.9,27.18,m,Freestyle
"HAAS, Francis T",1996,USA,01:46.1,24.9,26.6,27.36,m,Freestyle
"GUY, James",1995,GBR,01:46.1,24.77,26.75,27.51,m,Freestyle
"HAGINO, Kosuke",1994,JPN,01:46.2,24.99,27.1,27.63,m,Freestyle
"VERSCHUREN, Sebastiaan",1988,NED,01:46.3,25.03,27.03,27.19,m,Freestyle
"FRASER-HOLMES, Thomas",1991,AUS,01:46.5,24.72,26.96,27.57,m,Freestyle
"STJEPANOVIC, Velimir",1993,SRB,01:46.6,24.75,26.61,27.69,m,Freestyle
"STRAVIUS, Jeremy",1988,FRA,01:46.7,24.46,26.62,27.96,m,Freestyle
"KOZMA, Dominik",1991,HUN,01:46.7,24.84,26.69,27.4,m,Freestyle
"BROWN, Devon M",1992,RSA,01:46.8,24.82,26.97,27.92,m,Freestyle
"QUINTERO, Cristian",1992,VEN,01:47.0,25.06,26.87,27.22,m,Freestyle
"MAJCHRZAK, Kacper",1992,POL,01:47.1,25.24,27.75,27.33,m,Freestyle
"KRASNYKH, Alexander",1995,RUS,01:47.1,25.3,26.75,27.29,m,Freestyle
"SURGELOOSE, Glenn",1989,BEL,01:47.2,25.85,27.12,27.36,m,Freestyle
"AUBOECK, Felix",1996,AUT,01:47.2,25.91,27.09,27.31,m,Freestyle
"AGNEL, Yannick",1992,FRA,01:47.4,24.58,27.05,27.42,m,Freestyle
"STANLEY, Matthew D",1992,NZL,01:47.4,25.57,26.63,27.52,m,Freestyle
"KOSKI, Matias",1994,FIN,01:47.4,24.84,26.92,28.26,m,Freestyle
"GRABICH, Federico",1990,ARG,01:47.4,24.53,26.94,27.44,m,Freestyle
"D'ARRIGO, Andrea Mitchell",1995,ITA,01:47.5,25.34,27.22,27.05,m,Freestyle
"ELKAMESH, Marwan",1993,EGY,01:47.5,24.99,27.03,27.87,m,Freestyle
"DE LUCCA, Joao",1990,BRA,01:47.6,25.07,27.15,27.14,m,Freestyle
"SIM, Welson",1997,MAS,01:47.7,25.52,27.13,27.13,m,Freestyle
"DREESENS, Dion",1993,NED,01:47.8,25.64,27.1,27.49,m,Freestyle
"FILDEBRANDT, Christoph",1989,GER,01:47.8,25.33,26.76,27.94,m,Freestyle
"PARK, Tae-Hwan",1989,KOR,01:48.1,25.18,27.36,27.79,m,Freestyle
"MCKEON, David",1992,AUS,01:48.4,25.23,27.57,27.26,m,Freestyle
"BAQLEH, Khader",1998,JOR,01:48.4,25.29,27.6,27.84,m,Freestyle
"SHANG, Keyuan",1995,CHN,01:48.5,25.76,27.84,28.08,m,Freestyle
"BELOTTI, Marco",1988,ITA,01:48.7,25.37,27.64,28.21,m,Freestyle
"SANCOV, Alexei",1999,MDA,01:48.9,25.61,27.95,27.9,m,Freestyle
"KURLE, Cameron",1997,GBR,01:49.1,25.38,27.67,27.87,m,Freestyle
"LOBINTSEV, Nikita",1988,RUS,01:49.4,24.65,27.24,28.01,m,Freestyle
"BERNEK, Peter",1992,HUN,01:49.7,25.46,27.44,28.16,m,Freestyle
"HALDEMANN, Alexandre",1995,SUI,01:49.9,24.95,27.6,27.67,m,Freestyle
"TAVCAR, Anze",1994,SLO,01:50.0,25.14,27.35,28.04,m,Freestyle
"CHRISTIANSEN, Henrik",1996,NOR,01:50.1,25.62,27.93,28.11,m,Freestyle
"MATHLOUTHI, Ahmed",1989,TUN,01:50.4,26.01,27.84,28.33,m,Freestyle
"HOANG, Quy Phuoc",1993,VIE,01:50.4,25.84,27.9,28.64,m,Freestyle
"ACOSTA, Marcelo",1996,ESA,01:51.5,26.21,28.14,28.76,m,Freestyle
"MASCOLL-GOMES, Noah",1999,ANT,01:53.2,26.72,28.16,28.75,m,Freestyle
"SCHREUDERS, Mikel",1998,ARU,01:55.1,26.03,28.35,29.32,m,Freestyle
"SCHUSTER, Brandon",1998,SAM,01:57.7,26.78,30.05,30.17,m,Freestyle
"GEBREL, Ahmed",1991,PLE,01:59.7,27.66,28.99,31.16,m,Freestyle
"DWYER, Conor",1989,USA,01:45.2,24.57,26.54,26.9,m,Freestyle
"HAGINO, Kosuke",1994,JPN,01:45.3,24.4,27.26,27.31,m,Freestyle
"FRASER-HOLMES, Thomas",1991,AUS,01:45.8,24.39,26.47,27.1,m,Freestyle
"IZOTOV, Daniil",1991,RUS,01:46.7,24.96,26.76,26.79,m,Freestyle
"MILNE, Stephen",1994,GBR,01:47.0,25.24,27.04,27.52,m,Freestyle
"VOGEL, Florian",1994,GER,01:47.2,25.14,26.66,27.52,m,Freestyle
"DREESENS, Dion",1993,NED,01:47.6,25.03,27.06,27.62,m,Freestyle
"CROENEN, Louis",1994,BEL,01:49.0,25.46,27.94,27.8,m,Freestyle
"BROWN, Devon M",1992,RSA,01:46.5,24.9,26.38,27.33,m,Freestyle
"POTHAIN, Jordan",1994,FRA,01:46.6,25.05,26.68,27.29,m,Freestyle
"HAGINO, Kosuke",1994,JPN,01:46.6,24.76,27.21,28.04,m,Freestyle
"MILNE, Stephen",1994,GBR,01:46.7,25.27,27.07,27.04,m,Freestyle
"DOVGALYUK, Mikhail",1995,RUS,01:46.9,25.56,27.29,26.79,m,Freestyle
"VOGEL, Florian",1994,GER,01:47.2,25.13,26.85,27.6,m,Freestyle
"SMITH, Clark",1995,USA,01:47.2,25.08,27.08,27.89,m,Freestyle
"SMITH, Daniel",1991,AUS,01:47.5,24.76,26.92,27.73,m,Freestyle
"LIE, Anders",1991,DEN,01:47.6,25.49,27.77,27.01,m,Freestyle
"D'ARRIGO, Andrea Mitchell",1995,ITA,01:47.7,25.78,27.17,27.34,m,Freestyle
"DREESENS, Dion",1993,NED,01:47.9,25.39,26.9,27.76,m,Freestyle
"SWITKOWSKI, Jan",1994,POL,01:48.0,25.53,27.57,27.25,m,Freestyle
"ALTAMIR LOPES MELO, Luiz",1996,BRA,01:48.2,25.09,27.39,27.75,m,Freestyle
"CROENEN, Louis",1994,BEL,01:48.4,25.52,27.63,27.4,m,Freestyle
"MARTIN, Victor M.",1993,ESP,01:48.7,25.13,27.6,27.83,m,Freestyle
"LEDECKY, Kathleen",1997,USA,01:53.7,27,28.43,29.12,f,Freestyle
"SJOESTROEM, Sarah",1993,SWE,01:54.1,26.84,29.02,29.09,f,Freestyle
"MCKEON, Emma",1994,AUS,01:54.9,26.64,28.73,29.8,f,Freestyle
"PELLEGRINI, Federica",1988,ITA,01:55.2,27.09,29.36,29.39,f,Freestyle
"BARRATT, Bronte",1989,AUS,01:55.3,27.35,29.05,29.62,f,Freestyle
"SHEN, Duo",1997,CHN,01:55.3,27.07,28.83,29.77,f,Freestyle
"COLEMAN, Michelle",1993,SWE,01:56.3,26.82,29.33,29.8,f,Freestyle
"BONNET, Charlotte",1995,FRA,01:56.3,26.95,29.48,29.85,f,Freestyle
"SJOESTROEM, Sarah",1993,SWE,01:54.6,27.07,29.16,29.42,f,Freestyle
"LEDECKY, Kathleen",1997,USA,01:54.8,27.2,29.01,29.57,f,Freestyle
"PELLEGRINI, Federica",1988,ITA,01:55.4,26.98,29.27,29.51,f,Freestyle
"SHEN, Duo",1997,CHN,01:56.0,27,29.81,29.55,f,Freestyle
"COLEMAN, Michelle",1993,SWE,01:56.1,27.17,29.3,29.85,f,Freestyle
"MCKEON, Emma",1994,AUS,01:56.3,26.94,29.6,29.95,f,Freestyle
"BONNET, Charlotte",1995,FRA,01:56.4,27.04,29.38,30.15,f,Freestyle
"BARRATT, Bronte",1989,AUS,01:56.6,27.02,29.59,29.8,f,Freestyle
"ANDRUSENKO, Veronika",1991,RUS,01:57.2,27.52,29.19,30.22,f,Freestyle
"MACLEAN, Brittany",1994,CAN,01:57.4,27.82,29.37,30.6,f,Freestyle
"AI, Yanhan",2002,CHN,01:57.4,27.26,29.42,30.45,f,Freestyle
"LYRIO, Manuella",1989,BRA,01:57.4,27.39,29.69,29.79,f,Freestyle
"HAUGHEY, Siobhan",1997,HKG,01:57.6,27.27,29.81,30.11,f,Freestyle
"FRANKLIN, Melissa",1995,USA,01:57.6,27.57,29.25,30.82,f,Freestyle
"SAVARD, Katerine",1993,CAN,01:57.8,27.3,30.06,30,f,Freestyle
"HEEMSKERK, Femke",1987,NED,01:57.8,27.59,29.5,30.43,f,Freestyle
"LEDECKY, Kathleen",1997,USA,01:55.0,27.12,28.98,29.39,f,Freestyle
"MCKEON, Emma",1994,AUS,01:55.8,27.04,29.27,29.88,f,Freestyle
"SJOESTROEM, Sarah",1993,SWE,01:56.1,26.97,29.23,29.58,f,Freestyle
"BONNET, Charlotte",1995,FRA,01:56.3,27.47,28.93,30.07,f,Freestyle
"PELLEGRINI, Federica",1988,ITA,01:56.4,27.45,29.81,29.82,f,Freestyle
"SHEN, Duo",1997,CHN,01:56.5,27.05,29.78,29.81,f,Freestyle
"COLEMAN, Michelle",1993,SWE,01:56.5,27.15,29.63,29.75,f,Freestyle
"AI, Yanhan",2002,CHN,01:56.8,27.19,29.32,30.04,f,Freestyle
"HAUGHEY, Siobhan",1997,HKG,01:56.9,27.18,29.42,30.22,f,Freestyle
"BARRATT, Bronte",1989,AUS,01:56.9,27.93,29.66,29.9,f,Freestyle
"ANDRUSENKO, Veronika",1991,RUS,01:57.1,27.24,29.92,29.66,f,Freestyle
"FRANKLIN, Melissa",1995,USA,01:57.1,27.7,29.66,29.93,f,Freestyle
"SAVARD, Katerine",1993,CAN,01:57.2,27.28,29.44,29.99,f,Freestyle
"LYRIO, Manuella",1989,BRA,01:57.3,27.8,28.91,30.16,f,Freestyle
"HEEMSKERK, Femke",1987,NED,01:57.7,27.68,29.68,30.1,f,Freestyle
"MACLEAN, Brittany",1994,CAN,01:57.7,27.3,30.01,30.08,f,Freestyle
"IGARASHI, Chihiro",1995,JPN,01:57.9,27.47,30.33,30.02,f,Freestyle
"OPENYSHEVA, Arina",1999,RUS,01:58.0,28.38,29.51,30.48,f,Freestyle
"COSTA SCHMID, Melanie",1989,ESP,01:58.2,28.06,30.35,29.47,f,Freestyle
"BRUHN, Annika",1992,GER,01:58.5,28.13,29.33,30.64,f,Freestyle
"IKEE, Rikako",2000,JPN,01:58.5,28.08,29.91,30.29,f,Freestyle
"RANGELOVA, Nina",1990,BUL,01:58.6,27.64,30.32,29.83,f,Freestyle
"BALMY, Coralie",1987,FRA,01:58.8,27.88,30.49,30.31,f,Freestyle
"MIZZAU, Alice",1993,ITA,01:59.2,27.83,30.27,30.18,f,Freestyle
"KESELY, Ajna",2001,HUN,01:59.2,28.02,29.61,30.67,f,Freestyle
"NEUMANN, Robin",1997,NED,01:59.2,27.77,30.41,30.5,f,Freestyle
"COATES, Georgia",1999,GBR,01:59.3,28.04,30.03,30.32,f,Freestyle
"VERRASZTO, Evelyn",1989,HUN,01:59.4,27.93,30.44,30.5,f,Freestyle
"CHENG, Camille Lily Mei",1993,HKG,01:59.7,27.63,29.76,30.54,f,Freestyle
"SIMONOVIC, Katarina",1994,SRB,02:00.1,28.04,30.16,30.79,f,Freestyle
"SEEMANOVA, Barbora",2000,CZE,02:00.3,28,30.71,31.05,f,Freestyle
"FAULKNER, Eleanor",1993,GBR,02:00.5,28.3,30.28,31.22,f,Freestyle
"BOGDANOVSKI, Anastasia",1993,MKD,02:00.5,28.48,30.24,30.78,f,Freestyle
"CASTRO ORTEGA, Patricia",1992,ESP,02:00.7,27.86,30.21,30.71,f,Freestyle
"OLIVEIRA, Larissa Martins",1993,BRA,02:00.8,27.85,29.69,30.91,f,Freestyle
"GAMEZ MATOS, Elisbet",1997,CUB,02:01.1,29.3,30.47,30.94,f,Freestyle
"EVANS, Joanna L",1997,BAH,02:01.3,28.57,30.66,31.05,f,Freestyle
"PASTRANA, Sara",1999,HON,02:03.2,28.25,31.7,31.34,f,Freestyle
"CEDRON, Andrea",1993,PER,02:05.3,29.7,31.36,32.2,f,Freestyle
"BUADROMO, Matelita",1996,FIJ,02:05.5,29.28,31.75,32.13,f,Freestyle
"KATARIA, Shivani",1997,IND,02:09.3,29.15,32.21,33.59,f,Freestyle
"FORSON, Kaya Adwoa",2002,GHA,02:16.0,30.61,34.59,35.4,f,Freestyle
"COLEMAN, Michelle",1993,SWE,01:56.2,27.04,29.25,29.93,f,Freestyle
"SCHMITT, Allison",1990,USA,01:56.2,27.83,29.05,29.42,f,Freestyle
"SHEN, Duo",1997,CHN,01:56.3,27.06,29.96,29.47,f,Freestyle
"ANDRUSENKO, Veronika",1991,RUS,01:57.5,27.58,29.74,30.13,f,Freestyle
"IGARASHI, Chihiro",1995,JPN,01:57.9,27.25,30.06,30.46,f,Freestyle
"SAVARD, Katerine",1993,CAN,01:57.9,27.48,29.7,30.37,f,Freestyle
"NEALE, Leah",1995,AUS,01:58.0,27.71,29.43,30.13,f,Freestyle
"JAKABOS, Zsuzsanna",1989,HUN,01:58.9,27.17,30.08,30.43,f,Freestyle
"SCHMITT, Allison",1990,USA,01:56.0,27.34,28.52,29.63,f,Freestyle
"NEALE, Leah",1995,AUS,01:57.1,27.56,29.81,29.74,f,Freestyle
"IGARASHI, Chihiro",1995,JPN,01:57.2,27.44,29.68,30.33,f,Freestyle
"AI, Yanhan",2002,CHN,01:57.2,27.65,29.54,29.96,f,Freestyle
"BALMY, Coralie",1987,FRA,01:57.4,27.71,29.8,29.94,f,Freestyle
"O'CONNOR, Siobhan-Marie",1995,GBR,01:57.5,27.56,29.51,29.83,f,Freestyle
"BELIAKOVA (ANDREEVA), Viktoriya",1992,RUS,01:57.8,27.33,29.77,30.17,f,Freestyle
"SAVARD, Katerine",1993,CAN,01:58.0,27.72,29.56,30.28,f,Freestyle
"LYRIO, Manuella",1989,BRA,01:58.4,27.87,29.77,30.41,f,Freestyle
"VERRASZTO, Evelyn",1989,HUN,01:58.8,27.93,29.9,30.74,f,Freestyle
"BRUHN, Annika",1992,GER,01:59.3,27.9,30.32,30.26,f,Freestyle
"MIZZAU, Alice",1993,ITA,01:59.7,28.1,29.79,30.63,f,Freestyle
"SEGEL, Janja",2001,SLO,01:59.8,27.87,30.11,30.88,f,Freestyle
"COSTA SCHMID, Melanie",1989,ESP,02:00.0,28,29.7,30.88,f,Freestyle
"HANSSON, Louise",1996,SWE,02:00.1,27.94,29.7,31.12,f,Freestyle
"STEENBERGEN, Marrit",2000,NED,02:00.8,27.58,30.42,30.86,f,Freestyle
"DEAN, Tom",2000,GBR,01:44.2,24.21,26.25,26.92,m,Freestyle
"SCOTT, Duncan W",1997,GBR,01:44.3,24.81,26.57,26.42,m,Freestyle
"SCHEFFER, Fernando",1998,BRA,01:44.7,24.24,26.01,27.03,m,Freestyle
"POPOVICI, David",2004,ROU,01:44.7,24.23,26.5,27.24,m,Freestyle
"MALYUTIN, Martin",1999,RUS,01:45.0,25.03,26.62,26.78,m,Freestyle
"SMITH, Kieran S",2000,USA,01:45.1,24.58,26.36,26.87,m,Freestyle
"HWANG, Sun Woo",2003,KOR,01:45.3,23.95,25.83,26.78,m,Freestyle
"RAPSYS, Danas",1995,LTU,01:45.8,24.96,27,26.87,m,Freestyle
"SCOTT, Duncan W",1997,GBR,01:44.6,24.63,26.52,26.74,m,Freestyle
"SMITH, Kieran S",2000,USA,01:45.1,24.66,26.25,26.99,m,Freestyle
"RAPSYS, Danas",1995,LTU,01:45.3,24.85,26.92,27.06,m,Freestyle
"DEAN, Tom",2000,GBR,01:45.3,24.36,26.83,27.1,m,Freestyle
"MALYUTIN, Martin",1999,RUS,01:45.5,25.13,26.63,27.1,m,Freestyle
"HWANG, Sun Woo",2003,KOR,01:45.5,24.42,26.89,26.88,m,Freestyle
"POPOVICI, David",2004,ROU,01:45.7,24.59,27.09,27.21,m,Freestyle
"SCHEFFER, Fernando",1998,BRA,01:45.7,24.68,26.7,27.25,m,Freestyle
"NEILL, Thomas",2002,AUS,01:45.7,24.76,26.93,27.22,m,Freestyle
"BALLO, Stefano",1993,ITA,01:45.8,25.23,26.81,26.81,m,Freestyle
"DJAKOVIC, Antonio",2002,SUI,01:45.9,24.84,26.7,27.32,m,Freestyle
"HAAS, Townley",1996,USA,01:46.1,25.2,27.04,27.01,m,Freestyle
"ZIRK, Kregor",1999,EST,01:46.7,25.14,27.23,27.37,m,Freestyle
"DI COLA, Stefano",1998,ITA,01:47.2,24.74,26.95,27.95,m,Freestyle
"NEMETH, Nandor",1999,HUN,01:47.2,24.86,27.38,27.42,m,Freestyle
"STJEPANOVIC, Velimir",1993,SRB,01:47.6,25,27.26,27.98,m,Freestyle
"MATSUMOTO, Katsuhiro",1997,JPN,01:46.1,24.39,26.68,27.72,m,Freestyle
"MARTENS, Lukas",2001,GER,01:46.4,25.38,26.72,27.31,m,Freestyle
"HWANG, Sun Woo",2003,KOR,01:44.6,24.08,26.04,26.89,m,Freestyle
"SCHEFFER, Fernando",1998,BRA,01:45.1,24.76,26.49,26.78,m,Freestyle
"DEAN, Tom",2000,GBR,01:45.2,24.24,26.3,27.19,m,Freestyle
"POPOVICI, David",2004,ROU,01:45.3,24.28,26.76,27.69,m,Freestyle
"SCOTT, Duncan W",1997,GBR,01:45.4,25.04,26.73,27.05,m,Freestyle
"MALYUTIN, Martin",1999,RUS,01:45.5,25.07,26.82,27.13,m,Freestyle
"BALLO, Stefano",1993,ITA,01:45.8,25.2,26.71,26.55,m,Freestyle
"NEILL, Thomas",2002,AUS,01:45.8,25.02,26.78,27.15,m,Freestyle
"RAPSYS, Danas",1995,LTU,01:45.8,24.86,27.4,27.39,m,Freestyle
"HAAS, Townley",1996,USA,01:45.9,24.75,25.99,27.32,m,Freestyle
"ZIRK, Kregor",1999,EST,01:46.1,25.04,27.04,27.03,m,Freestyle
"NEMETH, Nandor",1999,HUN,01:46.2,24.64,27.35,27.37,m,Freestyle
"SMITH, Kieran S",2000,USA,01:46.2,25.26,26.92,27.12,m,Freestyle
"STJEPANOVIC, Velimir",1993,SRB,01:46.3,24.7,27.04,27.65,m,Freestyle
"DJAKOVIC, Antonio",2002,SUI,01:46.4,24.58,26.89,27.51,m,Freestyle
"DI COLA, Stefano",1998,ITA,01:46.7,24.87,27.1,27.57,m,Freestyle
"MATSUMOTO, Katsuhiro",1997,JPN,01:46.7,24.61,27.37,28.2,m,Freestyle
"MARTENS, Lukas",2001,GER,01:46.7,25.11,27.01,27.39,m,Freestyle
"HEIDTMANN, Jacob",1994,GER,01:46.7,25.32,26.94,27.52,m,Freestyle
"POTHAIN, Jordan",1994,FRA,01:46.8,24.58,26.95,27.44,m,Freestyle
"JI, Xinjie",1997,CHN,01:46.9,25.24,27.06,27.3,m,Freestyle
"WINNINGTON, Elijah",2000,AUS,01:47.0,24.79,27.22,27.63,m,Freestyle
"HANSON, Robin",2001,SWE,01:47.0,24.66,27.41,27.5,m,Freestyle
"GIREV, Ivan",2000,RUS,01:47.1,24.58,26.7,27.69,m,Freestyle
"SARTORI, Murilo",2002,BRA,01:47.1,25.38,27.16,27.18,m,Freestyle
"SANCOV, Alexei",1999,MDA,01:47.5,24.8,27.3,27.5,m,Freestyle
"LOKTEV, Denis",2000,ISR,01:47.7,24.81,27.14,27.76,m,Freestyle
"ATSU, Jonathan",1996,FRA,01:47.8,25.07,26.95,27.31,m,Freestyle
"SOBERS, Alex",1998,BAR,01:48.1,25.9,26.96,27.57,m,Freestyle
"KOZMA, Dominik",1991,HUN,01:48.9,25.06,27.23,27.87,m,Freestyle
"MARKOS, Dimitrios",2001,GRE,01:49.2,26.4,27.97,27.31,m,Freestyle
"SIM, Welson",1997,MAS,01:49.2,25.3,27.24,28.38,m,Freestyle
"SCHREUDERS, Mikel",1998,ARU,01:49.4,26.29,27.88,27.69,m,Freestyle
"UENLUE, Baturalp",2002,TUR,01:49.8,25.78,27.3,28.33,m,Freestyle
"VARGAS, Joaquin",2002,PER,01:49.9,25.8,27.84,28.44,m,Freestyle
"AL-YAMANI, Mokhtar",1997,YEM,01:50.0,24.89,27.43,28.29,m,Freestyle
"ROBERTS, Wesley",1997,COK,01:50.4,25.69,28.18,28.55,m,Freestyle
"FREEMAN, James",2001,BOT,01:52.9,26.85,28.35,28.95,m,Freestyle
